season,team,matches_played,pts_total,goals_for,goals_against,gd_total,xG_total,xGA_total,npxG_total,cards_total,shots_total,shots_on_target_total,pts_per_match,gd_per_match,shots_per_match,season_int
2020_2021,West Bromwich Albion,38,26,35.0,76.0,-41.0,34.9712902,74.038872,31.9266212,63.0,340.0,112.0,0.6842105263157895,-1.0789473684210527,8.947368421052632,2020
2020_2021,West Ham United,38,65,62.0,47.0,15.0,60.338271,49.86208,57.132841,57.0,468.0,165.0,1.7105263157894737,0.39473684210526316,12.31578947368421,2020
2020_2021,Wolverhampton Wanderers,38,45,36.0,52.0,-16.0,38.619038,52.194144,35.574369,53.0,462.0,154.0,1.1842105263157894,-0.42105263157894735,12.157894736842104,2020
2021_2022,Arsenal,38,69,61.0,48.0,13.0,63.391577,48.389506,57.191476,72.0,588.0,197.0,1.8157894736842106,0.34210526315789475,15.473684210526315,2021
2021_2022,Aston Villa,38,45,52.0,54.0,-2.0,43.129543,53.095725,40.846035,83.0,454.0,162.0,1.1842105263157894,-0.05263157894736842,11.947368421052632,2021
2021_2022,Brentford,38,46,48.0,56.0,-8.0,52.889575,49.500452,48.322585,70.0,442.0,154.0,1.2105263157894737,-0.21052631578947367,11.631578947368421,2021
2021_2022,Brighton and Hove Albion,38,51,42.0,44.0,-2.0,49.567475,47.211438,44.239313,77.0,490.0,152.0,1.3421052631578947,-0.05263157894736842,12.894736842105264,2021
2021_2022,Burnley,38,35,34.0,53.0,-19.0,41.1058913,60.22312,39.5835523,74.0,407.0,125.0,0.9210526315789473,-0.5,10.710526315789474,2021
2021_2022,Chelsea,38,74,76.0,33.0,43.0,69.297032,35.1156242,62.446512,66.0,592.0,211.0,1.9473684210526316,1.131578947368421,15.578947368421053,2021
2021_2022,Crystal Palace,38,48,50.0,46.0,4.0,48.843907,41.3314426,42.663892,70.0,412.0,147.0,1.263157894736842,0.10526315789473684,10.842105263157896,2021
2021_2022,Everton,38,39,43.0,66.0,-23.0,44.469730999999996,60.694247000000004,39.14161,94.0,438.0,138.0,1.0263157894736843,-0.6052631578947368,11.526315789473685,2021
2021_2022,Leeds United,38,38,42.0,79.0,-37.0,51.186082,71.309612,47.380234,109.0,485.0,154.0,1.0,-0.9736842105263158,12.763157894736842,2021
2021_2022,Leicester City,38,52,62.0,59.0,3.0,49.4886742,66.106594,47.9663352,57.0,435.0,169.0,1.368421052631579,0.07894736842105263,11.447368421052632,2021
2021_2022,Liverpool,38,92,94.0,26.0,68.0,93.022398,32.731055,86.83102,53.0,730.0,256.0,2.4210526315789473,1.7894736842105263,19.210526315789473,2021
2021_2022,Manchester City,38,93,99.0,26.0,73.0,93.399873,25.212244000000002,86.324233,45.0,715.0,254.0,2.4473684210526314,1.9210526315789473,18.81578947368421,2021
2021_2022,Manchester United,38,58,57.0,57.0,0.0,57.214908,56.85228,53.409058,81.0,508.0,187.0,1.5263157894736843,0.0,13.368421052631579,2021
2021_2022,Newcastle United,38,49,44.0,62.0,-18.0,41.526526000000004,62.711766,39.243013,82.0,448.0,148.0,1.2894736842105263,-0.47368421052631576,11.789473684210526,2021
2021_2022,Norwich City,38,22,23.0,84.0,-61.0,31.5116008,80.075475,29.228129799999998,61.0,374.0,109.0,0.5789473684210527,-1.605263157894737,9.842105263157896,2021
2021_2022,Southampton,38,40,43.0,67.0,-24.0,47.348042,64.557484,44.303364,69.0,482.0,170.0,1.0526315789473684,-0.631578947368421,12.68421052631579,2021
2021_2022,Tottenham Hotspur,38,71,69.0,40.0,29.0,67.9513206,43.699303,64.1454716,70.0,491.0,198.0,1.868421052631579,0.7631578947368421,12.921052631578947,2021
2021_2022,Watford,38,23,34.0,77.0,-43.0,39.340391,67.53443,37.818061,66.0,396.0,127.0,0.6052631578947368,-1.131578947368421,10.421052631578947,2021
2021_2022,West Ham United,38,56,60.0,51.0,9.0,54.983599,53.876722,50.260774,56.0,433.0,158.0,1.4736842105263157,0.23684210526315788,11.394736842105264,2021
2021_2022,Wolverhampton Wanderers,38,51,38.0,43.0,-5.0,39.0430709,58.482697,38.2819009,65.0,402.0,136.0,1.3421052631578947,-0.13157894736842105,10.578947368421053,2021
2022_2023,Arsenal,38,84,88.0,43.0,45.0,76.512308,45.1633923,73.467624,51.0,593.0,204.0,2.210526315789474,1.1842105263157894,15.605263157894736,2022
2022_2023,Aston Villa,38,61,51.0,46.0,5.0,49.995345,53.955537,46.950666,83.0,431.0,151.0,1.605263157894737,0.13157894736842105,11.342105263157896,2022
2022_2023,Bournemouth,38,39,37.0,71.0,-34.0,40.083965,67.602094,40.083965,68.0,355.0,133.0,1.0263157894736843,-0.8947368421052632,9.342105263157896,2022
2022_2023,Brentford,38,59,58.0,46.0,12.0,59.227045,51.453067000000004,53.137716,58.0,397.0,162.0,1.5526315789473684,0.3157894736842105,10.447368421052632,2022
2022_2023,Brighton and Hove Albion,38,62,72.0,53.0,19.0,77.723422,50.154517999999996,73.156398,59.0,612.0,231.0,1.631578947368421,0.5,16.105263157894736,2022
2022_2023,Chelsea,38,44,38.0,47.0,-9.0,51.894923,54.022507,49.611409,86.0,484.0,158.0,1.1578947368421053,-0.23684210526315788,12.736842105263158,2022
2022_2023,Crystal Palace,38,45,40.0,49.0,-9.0,40.723491,51.626247,38.296407,87.0,425.0,136.0,1.1842105263157894,-0.23684210526315788,11.18421052631579,2022
2022_2023,Everton,38,36,34.0,57.0,-23.0,48.6498356,68.582862,46.3663266,85.0,429.0,152.0,0.9473684210526315,-0.6052631578947368,11.289473684210526,2022
2022_2023,Fulham,38,52,55.0,53.0,2.0,47.984977,71.490811,41.1344488,83.0,429.0,149.0,1.368421052631579,0.05263157894736842,11.289473684210526,2022
2022_2023,Leeds United,38,31,48.0,78.0,-30.0,47.795965,69.581033,45.512455,93.0,465.0,145.0,0.8157894736842105,-0.7894736842105263,12.236842105263158,2022
2022_2023,Leicester City,38,34,51.0,68.0,-17.0,48.9869985,59.789350999999996,44.3328275,64.0,417.0,152.0,0.8947368421052632,-0.4473684210526316,10.973684210526315,2022
2022_2023,Liverpool,38,67,75.0,47.0,28.0,80.771997,55.773338,77.727328,60.0,605.0,212.0,1.763157894736842,0.7368421052631579,15.921052631578947,2022
2022_2023,Manchester City,38,89,94.0,33.0,61.0,84.321567,34.2084149,76.709891,46.0,603.0,219.0,2.3421052631578947,1.605263157894737,15.868421052631579,2022
2022_2023,Manchester United,38,75,58.0,43.0,15.0,71.901178,50.287639,69.617674,81.0,592.0,214.0,1.9736842105263157,0.39473684210526316,15.578947368421053,2022
2022_2023,Newcastle United,38,71,68.0,33.0,35.0,76.977056,41.8562479,72.410043,60.0,571.0,197.0,1.868421052631579,0.9210526315789473,15.026315789473685,2022
2022_2023,Nottingham Forest,38,38,38.0,68.0,-30.0,39.57446,68.459309,35.007464,84.0,368.0,118.0,1.0,-0.7894736842105263,9.68421052631579,2022
2022_2023,Southampton,38,25,36.0,73.0,-37.0,39.265483,62.900044,36.13281,73.0,417.0,142.0,0.6578947368421053,-0.9736842105263158,10.973684210526315,2022
2022_2023,Tottenham Hotspur,38,60,70.0,63.0,7.0,57.83379,51.660728,53.266766000000004,84.0,520.0,200.0,1.5789473684210527,0.18421052631578946,13.68421052631579,2022
2022_2023,West Ham United,38,40,42.0,55.0,-13.0,51.210732,55.312173,45.121373,44.0,474.0,145.0,1.0526315789473684,-0.34210526315789475,12.473684210526315,2022
2022_2023,Wolverhampton Wanderers,38,41,31.0,58.0,-27.0,35.126815,62.68204,32.843305,98.0,413.0,125.0,1.0789473684210527,-0.7105263157894737,10.868421052631579,2022
2023_2024,Arsenal,38,89,91.0,29.0,62.0,84.392479,31.782125399999998,76.780829,68.0,657.0,227.0,2.3421052631578947,1.631578947368421,17.289473684210527,2023
2023_2024,Aston Villa,38,68,76.0,61.0,15.0,67.4225935,65.075812,64.3779135,100.0,514.0,190.0,1.7894736842105263,0.39473684210526316,13.526315789473685,2023
2023_2024,Bournemouth,38,48,54.0,67.0,-13.0,63.755446,65.50767,61.471946,89.0,542.0,185.0,1.263157894736842,-0.34210526315789475,14.263157894736842,2023
2023_2024,Brentford,38,39,56.0,65.0,-9.0,64.291682,60.260659,62.008191,94.0,473.0,172.0,1.0263157894736843,-0.23684210526315788,12.447368421052632,2023
2023_2024,Brighton and Hove Albion,38,48,55.0,62.0,-7.0,61.910402,60.9371845,57.222334,98.0,562.0,208.0,1.263157894736842,-0.18421052631578946,14.789473684210526,2023
2023_2024,Burnley,38,24,41.0,78.0,-37.0,43.4420856,75.718305,41.1585836,92.0,433.0,142.0,0.631578947368421,-0.9736842105263158,11.394736842105264,2023
2023_2024,Chelsea,38,63,77.0,63.0,14.0,80.881514,62.600433,71.747502,113.0,548.0,215.0,1.6578947368421053,0.3684210526315789,14.421052631578947,2023
2023_2024,Crystal Palace,38,49,57.0,58.0,-1.0,53.935454,57.9908326,50.890788,75.0,456.0,169.0,1.2894736842105263,-0.02631578947368421,12.0,2023
2023_2024,Everton,38,48,40.0,51.0,-11.0,60.7541755,60.257092,58.4706585,82.0,507.0,162.0,1.263157894736842,-0.2894736842105263,13.342105263157896,2023
2023_2024,Fulham,38,47,55.0,61.0,-6.0,52.8086955,66.904132,51.2863585,89.0,500.0,178.0,1.236842105263158,-0.15789473684210525,13.157894736842104,2023
2023_2024,Liverpool,38,82,86.0,41.0,45.0,94.785242,47.3987545,87.649932,80.0,790.0,277.0,2.1578947368421053,1.1842105263157894,20.789473684210527,2023
2023_2024,Luton Town,38,26,52.0,85.0,-33.0,49.872462,91.647698,46.066622,71.0,431.0,141.0,0.6842105263157895,-0.868421052631579,11.342105263157896,2023
2023_2024,Manchester City,38,91,96.0,34.0,62.0,89.548753,37.2714265,81.937063,57.0,690.0,278.0,2.3947368421052633,1.631578947368421,18.157894736842106,2023
2023_2024,Manchester United,38,60,57.0,58.0,-1.0,60.329903,74.760841,54.986494,83.0,550.0,193.0,1.5789473684210527,-0.02631578947368421,14.473684210526315,2023
2023_2024,Newcastle United,38,60,85.0,62.0,23.0,84.477852,62.455156,77.627333,79.0,551.0,213.0,1.5789473684210527,0.6052631578947368,14.5,2023
2023_2024,Nottingham Forest,38,36,49.0,67.0,-18.0,52.157332,56.251404,51.396162,84.0,451.0,148.0,0.9473684210526315,-0.47368421052631576,11.868421052631579,2023
2023_2024,Sheffield United,38,16,35.0,104.0,-69.0,41.3062564,85.707202,37.5004414,108.0,368.0,129.0,0.42105263157894735,-1.8157894736842106,9.68421052631579,2023
2023_2024,Tottenham Hotspur,38,66,74.0,61.0,13.0,73.35178,68.065662,71.82944,100.0,582.0,214.0,1.736842105263158,0.34210526315789475,15.31578947368421,2023
2023_2024,West Ham United,38,52,60.0,74.0,-14.0,54.529585,77.90774400000001,50.723739,85.0,450.0,150.0,1.368421052631579,-0.3684210526315789,11.842105263157896,2023
2023_2024,Wolverhampton Wanderers,38,46,50.0,65.0,-15.0,50.652241,76.1058,47.607559,110.0,427.0,159.0,1.2105263157894737,-0.39473684210526316,11.236842105263158,2023
2024_2025,Arsenal,38,74,69.0,34.0,35.0,13.918330000000001,7.596339,13.918330000000001,82.0,547.0,188.0,1.9473684210526316,0.9210526315789473,14.394736842105264,2024
2024_2025,Aston Villa,38,66,58.0,51.0,7.0,12.828,8.211786,12.828,84.0,484.0,170.0,1.736842105263158,0.18421052631578946,12.736842105263158,2024
2024_2025,Bournemouth,38,56,58.0,46.0,12.0,10.40826,9.063246000000001,9.64709,106.0,580.0,202.0,1.4736842105263157,0.3157894736842105,15.263157894736842,2024
2024_2025,Brentford,38,56,66.0,57.0,9.0,8.015416,11.839687,8.015416,65.0,441.0,184.0,1.4736842105263157,0.23684210526315788,11.605263157894736,2024
2024_2025,Brighton and Hove Albion,38,61,66.0,59.0,7.0,10.28228,9.857807999999999,10.28228,81.0,533.0,191.0,1.605263157894737,0.18421052631578946,14.026315789473685,2024
2024_2025,Chelsea,38,69,64.0,43.0,21.0,13.056396,7.560885,12.295226,104.0,595.0,218.0,1.8157894736842106,0.5526315789473685,15.657894736842104,2024
2024_2025,Crystal Palace,38,53,51.0,51.0,0.0,8.663398,11.0043,7.902228,87.0,516.0,186.0,1.394736842105263,0.0,13.578947368421053,2024
2024_2025,Everton,38,48,42.0,44.0,-2.0,7.396002,12.97941,7.396002,86.0,405.0,144.0,1.263157894736842,-0.05263157894736842,10.657894736842104,2024
2024_2025,Fulham,38,54,54.0,54.0,0.0,11.103061,6.0014829999999995,10.341892,86.0,521.0,173.0,1.4210526315789473,0.0,13.710526315789474,2024
2024_2025,Ipswich Town,38,22,36.0,82.0,-46.0,5.742051,13.9961,5.742051,99.0,376.0,127.0,0.5789473684210527,-1.2105263157894737,9.894736842105264,2024
2024_2025,Leicester City,38,25,33.0,80.0,-47.0,5.985595,16.29776,5.985595,87.0,335.0,111.0,0.6578947368421053,-1.236842105263158,8.81578947368421,2024
2024_2025,Liverpool,38,84,86.0,41.0,45.0,14.476790000000001,5.108957,13.715620000000001,73.0,648.0,231.0,2.210526315789474,1.1842105263157894,17.05263157894737,2024
2024_2025,Manchester City,38,71,72.0,44.0,28.0,13.02536,6.16692,12.26419,63.0,607.0,217.0,1.868421052631579,0.7368421052631579,15.973684210526315,2024
2024_2025,Manchester United,38,42,44.0,54.0,-10.0,10.807321,13.096620999999999,10.807321,92.0,527.0,174.0,1.105263157894737,-0.2631578947368421,13.868421052631579,2024
2024_2025,Newcastle United,38,66,68.0,47.0,21.0,7.837849,12.06926,7.076681,71.0,524.0,174.0,1.736842105263158,0.5526315789473685,13.789473684210526,2024
2024_2025,Nottingham Forest,38,65,58.0,46.0,12.0,8.092603,7.236454,7.331434,91.0,463.0,166.0,1.7105263157894737,0.3157894736842105,12.18421052631579,2024
2024_2025,Southampton,38,12,26.0,86.0,-60.0,8.070972000000001,11.832979,7.260359,98.0,343.0,111.0,0.3157894736842105,-1.5789473684210527,9.026315789473685,2024
2024_2025,Tottenham Hotspur,38,38,64.0,65.0,-1.0,15.746825,5.877135,15.746825,73.0,497.0,185.0,1.0,-0.02631578947368421,13.078947368421053,2024
2024_2025,West Ham United,38,43,46.0,62.0,-16.0,7.605714,12.892872,6.844544,87.0,476.0,146.0,1.131578947368421,-0.42105263157894735,12.526315789473685,2024
2024_2025,Wolverhampton Wanderers,38,42,54.0,69.0,-15.0,6.670299,11.04252,6.670299,80.0,431.0,160.0,1.105263157894737,-0.39473684210526316,11.342105263157896,2024
2025_2026,Arsenal,11,26,20.0,5.0,15.0,0.0,0.0,0.0,11.0,162.0,52.0,2.3636363636363638,1.3636363636363635,14.727272727272727,2025
2025_2026,Aston Villa,11,18,13.0,10.0,3.0,0.0,0.0,0.0,22.0,119.0,39.0,1.6363636363636365,0.2727272727272727,10.818181818181818,2025
2025_2026,Bournemouth,11,18,17.0,18.0,-1.0,0.0,0.0,0.0,27.0,133.0,50.0,1.6363636363636365,-0.09090909090909091,12.090909090909092,2025
2025_2026,Brentford,11,16,17.0,17.0,0.0,0.0,0.0,0.0,23.0,117.0,49.0,1.4545454545454546,0.0,10.636363636363637,2025
2025_2026,Brighton and Hove Albion,11,16,17.0,15.0,2.0,0.0,0.0,0.0,28.0,133.0,50.0,1.4545454545454546,0.18181818181818182,12.090909090909092,2025
2025_2026,Burnley,11,10,14.0,22.0,-8.0,0.0,0.0,0.0,16.0,90.0,35.0,0.9090909090909091,-0.7272727272727273,8.181818181818182,2025
2025_2026,Chelsea,11,20,21.0,11.0,10.0,0.0,0.0,0.0,30.0,158.0,62.0,1.8181818181818181,0.9090909090909091,14.363636363636363,2025
2025_2026,Crystal Palace,11,17,14.0,9.0,5.0,0.0,0.0,0.0,19.0,135.0,48.0,1.5454545454545454,0.45454545454545453,12.272727272727273,2025
2025_2026,Everton,11,15,12.0,13.0,-1.0,0.0,0.0,0.0,26.0,122.0,35.0,1.3636363636363635,-0.09090909090909091,11.090909090909092,2025
2025_2026,Fulham,11,11,12.0,16.0,-4.0,0.0,0.0,0.0,21.0,121.0,38.0,1.0,-0.36363636363636365,11.0,2025
2025_2026,Leeds United,11,11,10.0,20.0,-10.0,0.0,0.0,0.0,16.0,132.0,38.0,1.0,-0.9090909090909091,12.0,2025
2025_2026,Liverpool,11,18,18.0,17.0,1.0,0.0,0.0,0.0,23.0,163.0,46.0,1.6363636363636365,0.09090909090909091,14.818181818181818,2025
2025_2026,Manchester City,11,22,23.0,8.0,15.0,0.0,0.0,0.0,18.0,152.0,57.0,2.0,1.3636363636363635,13.818181818181818,2025
2025_2026,Manchester United,11,18,19.0,18.0,1.0,0.0,0.0,0.0,15.0,158.0,56.0,1.6363636363636365,0.09090909090909091,14.363636363636363,2025
2025_2026,Newcastle United,11,12,11.0,14.0,-3.0,0.0,0.0,0.0,15.0,131.0,40.0,1.0909090909090908,-0.2727272727272727,11.909090909090908,2025
2025_2026,Nottingham Forest,11,9,10.0,20.0,-10.0,0.0,0.0,0.0,20.0,131.0,43.0,0.8181818181818182,-0.9090909090909091,11.909090909090908,2025
2025_2026,Sunderland,11,19,14.0,10.0,4.0,0.0,0.0,0.0,22.0,111.0,30.0,1.7272727272727273,0.36363636363636365,10.090909090909092,2025
2025_2026,Tottenham Hotspur,11,18,19.0,10.0,9.0,0.0,0.0,0.0,26.0,106.0,38.0,1.6363636363636365,0.8181818181818182,9.636363636363637,2025
2025_2026,West Ham United,11,10,13.0,23.0,-10.0,0.0,0.0,0.0,20.0,115.0,45.0,0.9090909090909091,-0.9090909090909091,10.454545454545455,2025
2025_2026,Wolverhampton Wanderers,11,2,7.0,25.0,-18.0,0.0,0.0,0.0,26.0,105.0,35.0,0.18181818181818182,-1.6363636363636365,9.545454545454545,2025
